18,23.0164817816,113.3748748171,汽车检测场,动物园,KTV,海滨浴场,科技馆,小吃快餐店,报刊亭,路侧停车位,山峰,急救中心
19,23.1788716678,113.3133723054,超市,充电站,美甲,百货商场,休闲娱乐,厂矿,飞机场,快捷酒店,汽车服务,特殊教育学校
20,23.0164612040,113.3566690575,长途汽车站,公交线路,博物馆,图书馆,停车场,专科医院,歌舞厅,动物园,网吧,公司企业
21,23.1915375537,113.3423813781,动物园,宿舍,中学,美发,专科医院,政治教育机构,蛋糕甜品店,党派团体,海滨浴场,特殊教育学校
22,23.1777147352,113.3897647827,蛋糕甜品店,涉外机构,中餐厅,留学中介机构,KTV,特殊教育学校,星级酒店,歌舞厅,健身中心,高速公路出口
23,23.0430281278,113.3158490182,宠物服务,健身中心,汽车配件,健身中心,图文快印店,停车场,科研机构,地铁线路,水族馆,美容
24,23.0300279811,113.3134181371,交通设施,综合医院,购物,外国餐厅,中餐厅,家居建材,停车场,地铁站,公检法机构,科技馆
25,23.1873161705,113.3344851205,科研机构,药店,急救中心,家政服务,信用社,彩票销售点,农家院,中餐厅,维修点,农林园艺
26,23.0284611104,113.3960524385,运动健身,汽车维修,剧院,公司企业,住宅区,厂矿,旅游景点,金融,机场出口,飞机场
27,23.0172853762,113.3784201458,投资理财,各级政府,中学,通讯营业厅,美甲,家居建材,彩票销售点,百货商场,运动健身,汽车美容
28,23.1766836658,113.3912930785,游戏场所,幼儿园,充电站,旅游景点,长途汽车站,茶座,旅游景点,图书馆,照相馆,便利店
29,23.0164934818,113.3247024937,公用事业,高速公路入口,公检法机构,各级政府,幼儿园,住宅区,图文快印店,公司企业,歌舞厅,星级酒店
30,23.1761670300,113.3046111867,高速公路入口,小学,中学,自然地物,售票处,游戏场所,写字楼,运动健身,快捷酒店,星级酒店
31,23.1833033626,113.3253939247,健身中心,银行,通讯营业厅,家居建材,展览馆,美容,飞机场,维修点,出入口,殡葬服务
32,23.1692795502,113.3106181974,网吧,外国餐厅,投资理财,维修点,停车场,ATM,广播电视,停车场出入口,教育培训,KTV
33,23.0396165592,113.3511977855,成人教育,各级政府,公共厕所,公交线路,门（备注：建筑物和建筑物群的门）,教育培训,公园,图书馆,机场入口,展览馆
34,23.0272395737,113.3166197896,物流公司,售票处,服务区,公交车站,机场出口,海滨浴场,园区,金融,房地产,维修点
35,23.0209164260,113.3251836097,中餐厅,体育场馆,殡葬服务,疾控中心,水系,停车场出入口,农家院,快捷酒店,展览馆,游戏场所
36,23.0449166978,113.3767291891,公交线路,酒店,星级酒店,银行,通讯营业厅,车站出口,集市,公司,门（备注：建筑物和建筑物群的门）,投资理财
37,23.0069256835,113.3939255908,购物中心,医疗,新闻出版,照相馆,停车场出入口,政府机构,展览馆,园区,培训机构,彩票销售点
38,23.0436317928,113.3226561012,成人教育,汽车维修,政府机构,写字楼,物流公司,公寓式酒店,维修点,星级酒店,咖啡厅,公交线路
39,23.1929058644,113.3092513623,高速公路入口,度假村,美体,公检法机构,家电数码,美容,山峰,洗浴按摩,丽人,海滨浴场
40,23.1503914364,113.3922290789,水族馆,汽车服务,运动健身,住宅区,教堂,金融,服务区,科技馆,酒店,停车场出入口
41,23.0204737417,113.3228013787,洗浴按摩,超市,港口,各级政府,银行,专科医院,公寓式酒店,党派团体,房产中介机构,停车场出入口
42,23.0174025936,113.3047754071,歌舞厅,中央机构,咖啡厅,美食,厂矿,园区,艺术团体,植物园,高等院校,报刊亭
43,23.1837825524,113.3277281453,信用社,服务区,电影院,政治教育机构,高速公路出口,培训机构,KTV,集市,博物馆,美体
44,23.1692485321,113.3536741101,投资理财,文化传媒,电影院,汽车销售,售票处,车站出口,购物,住宅区,便利店,文物古迹
45,23.0020134331,113.3171183975,收费站,教育培训,桥,信用社,教堂,新闻出版,文物古迹,新闻出版,休闲娱乐,剧院
46,23.0167670978,113.3607140076,汽车服务,丽人,房产中介机构,培训机构,ATM,商铺,ATM,歌舞厅,体检机构,展览馆
47,23.0023451575,113.3671002923,中学,动物园,山峰,宠物服务,文物古迹,自然地物,家政服务,度假村,汽车检测场,疗养院
48,23.1564576453,113.3643301865,文物古迹,信用社,展览馆,汽车配件,门（备注：建筑物和建筑物群的门）,高等院校,汽车检测场,投资理财,美食,宿舍
49,23.1889179303,113.3941015399,房产中介机构,网吧,医疗,运动健身,购物中心,车站入口,科研机构,广播电视,家政服务,公园
50,23.1821530952,113.3943586783,水族馆,公园,飞机场,KTV,动物园,高等院校,交通设施,ATM,写字楼,茶座
51,23.1827796329,113.3803533310,运动健身,收费站,外国餐厅,茶座,高等院校,公寓式酒店,外国餐厅,水系,车站出口,山峰
52,23.1717286928,113.3196404956,火车站,服务区,KTV,火车站,咖啡厅,服务区,广播电视,住宅区,新闻出版,美体
53,23.0054006022,113.3094888021,地铁线路,蛋糕甜品店,自然地物,汽车美容,水系,酒店,展览馆,生活服务,特殊教育学校,百货商场
54,23.1757792448,113.3416226216,急救中心,教堂,公司企业,信用社,公交车站,车站出口,艺术团体,培训机构,生活服务,中央机构
55,23.0440656028,113.3049637254,高等院校,电影院,体检机构,健身中心,便利店,桥,门（备注：建筑物和建筑物群的门）,成人教育,写字楼,广播电视
56,23.0274817706,113.3470449445,中餐厅,报刊亭,水系,游乐园,美体,党派团体,外国餐厅,汽车维修,美甲,文化传媒
57,23.1812994524,113.3180309534,广播电视,汽车维修,党派团体,门（备注：建筑物和建筑物群的门）,培训机构,通讯营业厅,美体,各级政府,星级酒店,综合医院
58,23.0132706098,113.3258685271,KTV,出入口,文化宫,特殊教育学校,汽车维修,政府机构,艺术团体,火车站,美体,综合医院
59,23.1924552356,113.3691291316,汽车检测场,写字楼,车站入口,宿舍,公交线路,机场出口,星级酒店,快捷酒店,厂矿,停车场
60,23.1924872353,113.3067920160,新闻出版,文化宫,公用事业,植物园,电影院,商铺,风景区,公司企业,物流公司,汽车租赁
61,23.0156918638,113.3068000304,急救中心,美甲,信用社,外国餐厅,疾控中心,丽人,照相馆,急救中心,港口,美发
62,23.0308271824,113.3620193929,房地产,家政服务,福利机构,教育培训,星级酒店,购物,园区,美发,家居建材,文化传媒
63,23.1767902734,113.3116278022,公交线路,汽车检测场,中餐厅,公寓式酒店,岛屿,党派团体,自然地物,游乐园,汽车销售,各级政府
64,23.0171915685,113.3853836960,邮局,中央机构,信用社,房产中介机构,诊所,植物园,汽车服务,党派团体,公寓式酒店,高等院校
65,23.0076052958,113.3391973233,动物园,机场入口,度假村,银行,美发,运动健身,自然地物,汽车美容,服务区,快捷酒店
66,23.1664610083,113.3534977068,留学中介机构,地铁线路,教育培训,售票处,动物园,中学,报刊亭,机场出口,百货商场,科研机构
67,23.0314228106,113.3656977773,中央机构,运动健身,专科医院,售票处,房产中介机构,专科医院,车站出口,汽车租赁,艺术团体,岛屿
68,23.1717446635,113.3382940671,特殊教育学校,亲子教育,公交车站,水系,出入口,文化传媒,物流公司,博物馆,公寓式酒店,蛋糕甜品店
69,23.0010895505,113.3725514186,集市,港口,药店,维修点,科技馆,广播电视,政治教育机构,银行,信用社,幼儿园
70,23.1588175418,113.3511336171,自然地物,售票处,港口,便利店,文化宫,政治教育机构,便利店,园区,汽车维修,售票处
71,23.1665054517,113.3823264727,写字楼,展览馆,药店,文化传媒,中学,中餐厅,房产中介机构,农林园艺,公交线路,诊所
72,23.0127441514,113.3636022239,桥,长途汽车站,门（备注：建筑物和建筑物群的门）,科研机构,艺术团体,银行,家居建材,厂矿,机场入口,桥
73,23.0169162447,113.3371969756,购物中心,蛋糕甜品店,公园,物流公司,美发,极限运动场所,科技馆,路侧停车位,农家院,特殊教育学校
74,23.1920968550,113.3681827334,汽车租赁,外国餐厅,博物馆,休闲广场,公园,充电站,汽车美容,游戏场所,公共厕所,加油加气站
75,23.1904164982,113.3933412760,医疗,文化传媒,公交车站,地铁站,美术馆,疾控中心,彩票销售点,银行,图文快印店,车站出口
76,23.0197124079,113.3131801030,文化宫,游戏场所,写字楼,医疗,殡葬服务,诊所,游乐园,党派团体,殡葬服务,美术馆
77,23.1681711007,113.3899248303,彩票销售点,交通设施,加油加气站,山峰,新闻出版,教育培训,旅游景点,收费站,疾控中心,公用事业
78,23.0405903198,113.3705941661,小学,星级酒店,出入口,党派团体,科技馆,农林园艺,车站入口,中央机构,福利机构,自然地物
79,23.1740857457,113.3396918251,美甲,星级酒店,银行,长途汽车站,信用社,农林园艺,报刊亭,专科医院,家政服务,洗衣店
80,23.1673218210,113.3730758907,公共厕所,收费站,生活服务,公用事业,文物古迹,山峰,公交车站,加油加气站,物流公司,新闻出版
81,23.1820046724,113.3796940725,美体,动物园,公交线路,图书馆,通讯营业厅,特殊教育学校,体育场馆,家居建材,极限运动场所,地铁线路
82,23.1913483968,113.3866694316,快捷酒店,写字楼,彩票销售点,诊所,旅游景点,地铁站,殡葬服务,典当行,展览馆,海滨浴场
83,23.1919865647,113.3153145289,水系,图书馆,家政服务,出入口,信用社,高等院校,高等院校,投资理财,公检法机构,商铺
84,23.0243839971,113.3697335946,美甲,留学中介机构,出入口,房地产,汽车美容,医疗,宠物服务,汽车美容,风景区,汽车服务
85,23.1748071668,113.3884966932,医疗,公共厕所,生活服务,诊所,新闻出版,展览馆,疾控中心,汽车服务,高速公路入口,电影院
86,23.0484951613,113.3052528634,政治教育机构,房地产,小吃快餐店,小吃快餐店,小学,房地产,酒店,机场入口,汽车配件,中央机构
87,23.1995598433,113.3019700213,洗衣店,生活服务,加油加气站,售票处,医疗,房地产,园区,超市,文化传媒,家电数码
88,23.1956185096,113.3836894238,植物园,美体,水族馆,公检法机构,中餐厅,中学,金融,投资理财,加油加气站,咖啡厅
89,23.1530729361,113.3352654674,酒店,机场出口,购物,厂矿,公司,游乐园,极限运动场所,酒吧,培训机构,疾控中心
90,23.0477051611,113.3565941197,小学,休闲广场,党派团体,美容,停车场出入口,政治教育机构,极限运动场所,报刊亭,农家院,美容
91,23.0318354587,113.3954441002,收费站,充电站,植物园,飞机场,车站出口,咖啡厅,便利店,水族馆,美术馆,汽车服务
92,23.0472167967,113.3773856103,高速公路出口,美食,汽车检测场,海滨浴场,ATM,文物古迹,运动健身,写字楼,车站入口,汽车维修
93,23.0372203156,113.3557156567,水系,山峰,动物园,中央机构,政治教育机构,购物中心,公司企业,汽车租赁,飞机场,典当行
94,23.0343582808,113.3950234655,房产中介机构,剧院,山峰,科研机构,水族馆,汽车服务,美发,咖啡厅,集市,咖啡厅
95,23.0330168757,113.3485028648,海滨浴场,幼儿园,邮局,培训机构,车站入口,培训机构,展览馆,成人教育,外国餐厅,健身中心
96,23.1822168643,113.3687422882,港口,艺术团体,停车场,美食,宠物服务,写字楼,药店,售票处,通讯营业厅,培训机构
97,23.0306324024,113.3960111837,动物园,宠物服务,邮局,幼儿园,茶座,购物,出入口,运动健身,医疗,投资理财
98,23.1838881859,113.3275804023,KTV,高等院校,美食,银行,家居建材,公检法机构,门（备注：建筑物和建筑物群的门）,广播电视,便利店,收费站
99,23.1517945016,113.3809925861,公园,综合医院,报刊亭,涉外机构,中学,艺术团体,物流公司,文化宫,信用社,亲子教育
100,23.1567044040,113.3071280315,休闲广场,集市,福利机构,生活服务,住宅区,植物园,家电数码,酒吧,公检法机构,美发
101,23.1811843885,113.3831458843,集市,植物园,成人教育,汽车销售,综合医院,咖啡厅,门（备注：建筑物和建筑物群的门）,报刊亭,汽车检测场,培训机构
102,23.1678400108,113.3577362877,教堂,岛屿,报刊亭,汽车租赁,公交线路,公寓式酒店,美发,购物中心,银行,剧院
103,23.1621534295,113.3324749996,高等院校,车站出口,休闲广场,休闲广场,歌舞厅,汽车美容,中餐厅,银行,文物古迹,公交线路
104,23.1528559438,113.3333697267,培训机构,咖啡厅,百货商场,中餐厅,健身中心,宿舍,疗养院,综合医院,便利店,海滨浴场
105,23.0075231136,113.3599304971,照相馆,美食,宿舍,生活服务,加油加气站,机场入口,集市,诊所,高速公路入口,百货商场
106,23.1941528864,113.3383516001,亲子教育,报刊亭,政治教育机构,桥,宿舍,停车场出入口,公司企业,房地产,体育场馆,充电站
107,23.1944411917,113.3577886236,公检法机构,茶座,水系,房产中介机构,汽车美容,中餐厅,文物古迹,小吃快餐店,幼儿园,公园
108,23.0498396696,113.3304423678,汽车配件,特殊教育学校,中餐厅,小吃快餐店,茶座,留学中介机构,车站入口,火车站,公园,汽车销售
109,23.1873644397,113.3974759557,KTV,幼儿园,岛屿,信用社,展览馆,KTV,健身中心,典当行,车站出口,图书馆
110,23.1751829662,113.3530084242,茶座,汽车美容,小吃快餐店,中学,港口,药店,机场入口,通讯营业厅,自然地物,停车场出入口
111,23.1864611491,113.3909267160,港口,汽车配件,茶座,医疗,丽人,地铁线路,网吧,文化宫,教堂,通讯营业厅
112,23.1585895426,113.3964793973,旅游景点,百货商场,植物园,小吃快餐店,洗浴按摩,ATM,园区,歌舞厅,公交车站,蛋糕甜品店
113,23.0300740537,113.3230636774,药店,小学,洗衣店,停车场,洗衣店,自然地物,诊所,长途汽车站,动物园,殡葬服务
114,23.0019825306,113.3698588102,金融,家电数码,金融,茶座,体育场馆,博物馆,公用事业,美食,专科医院,超市
115,23.1893571370,113.3276225218,出入口,文化传媒,综合医院,体育场馆,便利店,文化宫,科技馆,图书馆,体检机构,休闲广场
116,23.0114683203,113.3967442419,路侧停车位,机场入口,酒吧,教育培训,咖啡厅,风景区,植物园,丽人,商铺,飞机场
117,23.1807973554,113.3262934117,公司,信用社,住宅区,房地产,汽车美容,特殊教育学校,充电站,水系,旅游景点,小吃快餐店
118,23.0283508415,113.3371296301,外国餐厅,美甲,彩票销售点,党派团体,水族馆,星级酒店,车站入口,茶座,极限运动场所,物流公司
119,23.1880549974,113.3020324053,购物,政府机构,文化宫,艺术团体,停车场,公共厕所,KTV,综合医院,高速公路入口,典当行
120,23.0228351394,113.3762036457,生活服务,特殊教育学校,汽车美容,公检法机构,住宅区,写字楼,星级酒店,机场入口,成人教育,山峰
121,23.0284040539,113.3313993253,集市,邮局,汽车销售,诊所,停车场,典当行,中央机构,公检法机构,药店,展览馆
122,23.1931723413,113.3144245632,门（备注：建筑物和建筑物群的门）,电影院,艺术团体,科技馆,出入口,报刊亭,服务区,动物园,岛屿,便利店
123,23.0210266229,113.3579075179,综合医院,高速公路出口,火车站,丽人,火车站,超市,宿舍,美发,中央机构,汽车租赁
124,23.1615332321,113.3393434463,停车场,诊所,美术馆,报刊亭,高等院校,健身中心,信用社,急救中心,美体,彩票销售点
125,23.0145130532,113.3486249078,医疗,水族馆,写字楼,桥,丽人,亲子教育,专科医院,电影院,海滨浴场,福利机构
126,23.0345578260,113.3589638036,商铺,邮局,集市,商铺,网吧,金融,港口,体育场馆,典当行,邮局
127,23.0091421279,113.3396446166,科技馆,彩票销售点,美甲,KTV,文物古迹,家电数码,停车场,山峰,外国餐厅,运动健身
128,23.0013134761,113.3288673948,房产中介机构,百货商场,亲子教育,专科医院,公寓式酒店,公用事业,美体,剧院,机场出口,厂矿
129,23.1658633267,113.3425473504,农林园艺,疾控中心,宠物服务,丽人,美发,广播电视,通讯营业厅,公交线路,新闻出版,车站出口
130,23.1743042356,113.3109021511,休闲广场,报刊亭,汽车配件,教育培训,美发,地铁站,地铁站,交通设施,收费站,广播电视
131,23.0283757914,113.3536066507,汽车销售,外国餐厅,公司企业,公园,通讯营业厅,生活服务,金融,小吃快餐店,图文快印店,机场入口
132,23.0402093154,113.3599196657,外国餐厅,售票处,投资理财,集市,住宅区,专科医院,特殊教育学校,艺术团体,高速公路入口,行政单位
133,23.1972963267,113.3802420066,收费站,公共厕所,公司,飞机场,歌舞厅,特殊教育学校,图文快印店,外国餐厅,中学,维修点
134,23.1761886529,113.3468660978,汽车租赁,疾控中心,博物馆,美体,农林园艺,售票处,公共厕所,充电站,ATM,美术馆
135,23.1861313742,113.3751037557,海滨浴场,药店,车站入口,房地产,星级酒店,汽车美容,物流公司,港口,休闲娱乐,亲子教育
136,23.0048787586,113.3914716750,广播电视,地铁线路,宿舍,文化宫,小吃快餐店,政治教育机构,汽车租赁,家电数码,海滨浴场,地铁线路
137,23.1576156142,113.3471775704,集市,公司,广播电视,文化传媒,亲子教育,水族馆,写字楼,交通设施,美容,小学
138,23.0066121768,113.3958505265,公司,党派团体,科技馆,公交车站,咖啡厅,成人教育,丽人,公寓式酒店,房产中介机构,小学
139,23.1859524492,113.3014252714,综合医院,水系,文物古迹,药店,厂矿,水族馆,运动健身,厂矿,休闲娱乐,福利机构
140,23.1809290230,113.3415138136,门（备注：建筑物和建筑物群的门）,桥,文物古迹,极限运动场所,综合医院,殡葬服务,金融,药店,银行,茶座
141,23.0155893101,113.3437325878,文化传媒,综合医院,KTV,通讯营业厅,电影院,美甲,地铁站,报刊亭,公司,汽车租赁
142,23.1511092602,113.3366156636,旅游景点,停车场,党派团体,汽车租赁,急救中心,机场出口,体检机构,房产中介机构,家居建材,公司
143,23.1903833748,113.3763134037,小吃快餐店,药店,维修点,房地产,金融,殡葬服务,小吃快餐店,政治教育机构,停车场,综合医院
144,23.0352394780,113.3776927634,高速公路入口,汽车维修,加油加气站,购物中心,家居建材,咖啡厅,动物园,汽车服务,信用社,美体
145,23.0083609693,113.3002239338,文化传媒,度假村,自然地物,信用社,博物馆,度假村,文物古迹,汽车检测场,家政服务,休闲广场
146,23.1652381568,113.3207248799,家电数码,机场入口,体检机构,蛋糕甜品店,教育培训,报刊亭,疾控中心,家政服务,金融,高等院校
147,23.0167465076,113.3362691719,飞机场,美体,电影院,收费站,汽车检测场,酒吧,报刊亭,文化宫,园区,便利店
148,23.0212984974,113.3400349738,汽车配件,文化传媒,洗浴按摩,运动健身,飞机场,车站出口,报刊亭,投资理财,公司,集市
149,23.1995345704,113.3733378791,茶座,汽车维修,汽车美容,出入口,急救中心,特殊教育学校,公园,中学,水族馆,美容
150,23.1633680926,113.3903640147,植物园,公用事业,投资理财,运动健身,休闲娱乐,科技馆,银行,文化传媒,健身中心,投资理财
151,23.0256013249,113.3540812517,园区,厂矿,图书馆,住宅区,中学,公交线路,福利机构,金融,特殊教育学校,公用事业
152,23.1835698608,113.3773969559,公检法机构,公交线路,写字楼,KTV,停车场,房产中介机构,购物中心,教育培训,洗衣店,快捷酒店
153,23.0191991561,113.3118543640,政治教育机构,售票处,园区,自然地物,银行,科技馆,ATM,图书馆,歌舞厅,生活服务
154,23.1738788019,113.3850827949,厂矿,行政单位,公交线路,植物园,水族馆,美食,停车场,美食,洗衣店,金融
155,23.1866510360,113.3799683377,洗衣店,宠物服务,加油加气站,公交线路,便利店,报刊亭,蛋糕甜品店,游戏场所,运动健身,动物园
156,23.0019043232,113.3042830004,文化宫,维修点,长途汽车站,报刊亭,集市,植物园,运动健身,高速公路入口,高速公路入口,典当行
157,23.1831588276,113.3045551210,疗养院,丽人,公交线路,政治教育机构,车站入口,农林园艺,公用事业,特殊教育学校,图文快印店,外国餐厅
158,23.0142880198,113.3565990123,星级酒店,丽人,洗衣店,汽车服务,科技馆,体育场馆,农林园艺,极限运动场所,游戏场所,公司
159,23.0318623424,113.3057256744,停车场,报刊亭,物流公司,岛屿,便利店,农家院,医疗,宠物服务,休闲广场,小吃快餐店
160,23.0420119514,113.3096709594,中央机构,火车站,水族馆,展览馆,收费站,美食,酒吧,党派团体,照相馆,高速公路入口
161,23.0136336772,113.3482062447,科研机构,行政单位,游乐园,诊所,电影院,专科医院,投资理财,运动健身,厂矿,涉外机构
162,23.1648226062,113.3358060671,售票处,博物馆,疗养院,飞机场,图书馆,亲子教育,科技馆,银行,住宅区,售票处
163,23.0305639490,113.3022663337,小吃快餐店,超市,综合医院,汽车租赁,港口,星级酒店,飞机场,歌舞厅,报刊亭,美食
164,23.0030109197,113.3744867143,通讯营业厅,邮局,售票处,典当行,公司,加油加气站,疾控中心,公交线路,诊所,政府机构
165,23.0086972850,113.3985058605,植物园,幼儿园,通讯营业厅,购物,专科医院,银行,ATM,风景区,党派团体,福利机构
166,23.0439488726,113.3211244890,动物园,综合医院,公司,幼儿园,酒吧,KTV,典当行,公检法机构,福利机构,留学中介机构
167,23.0462894690,113.3059479231,茶座,蛋糕甜品店,邮局,成人教育,健身中心,网吧,综合医院,汽车美容,酒吧,交通设施
168,23.1780683039,113.3793679242,公交车站,家电数码,地铁站,政治教育机构,路侧停车位,地铁线路,加油加气站,亲子教育,汽车租赁,维修点
169,23.0327164311,113.3918875051,房地产,路侧停车位,体育场馆,疗养院,便利店,房地产,彩票销售点,游戏场所,山峰,厂矿
170,23.0143777861,113.3823381156,行政单位,银行,极限运动场所,彩票销售点,物流公司,图文快印店,运动健身,快捷酒店,汽车美容,图文快印店
171,23.1601303214,113.3540752986,幼儿园,特殊教育学校,医疗,百货商场,殡葬服务,休闲娱乐,海滨浴场,美容,车站出口,宠物服务
172,23.1691485603,113.3093577453,图书馆,快捷酒店,自然地物,专科医院,休闲广场,美体,专科医院,邮局,医疗,急救中心
173,23.0250586072,113.3510698435,酒吧,金融,宠物服务,港口,水系,体检机构,快捷酒店,加油加气站,旅游景点,涉外机构
174,23.1730606239,113.3990554733,机场入口,运动健身,停车场出入口,福利机构,公寓式酒店,茶座,购物,机场出口,便利店,典当行
175,23.1703642896,113.3949699387,宿舍,投资理财,度假村,科研机构,党派团体,水系,投资理财,展览馆,超市,典当行
176,23.0218853056,113.3871690711,照相馆,酒吧,报刊亭,通讯营业厅,中餐厅,蛋糕甜品店,疗养院,疾控中心,体育场馆,银行
177,23.0493329938,113.3122433491,KTV,长途汽车站,美术馆,公交车站,酒店,彩票销售点,茶座,汽车配件,汽车检测场,便利店
178,23.0036907619,113.3779370513,美食,图文快印店,机场入口,桥,公司,健身中心,房地产,邮局,汽车租赁,游乐园
179,23.0031253124,113.3229965867,公交线路,生活服务,高等院校,出入口,彩票销售点,福利机构,疾控中心,中餐厅,休闲广场,疾控中心
180,23.1715919928,113.3916599804,岛屿,留学中介机构,星级酒店,便利店,农家院,自然地物,小吃快餐店,住宅区,公寓式酒店,动物园
181,23.0304304991,113.3367845707,加油加气站,公检法机构,药店,火车站,专科医院,游戏场所,酒店,各级政府,健身中心,留学中介机构
182,23.1952271689,113.3178290648,党派团体,汽车租赁,成人教育,公园,典当行,涉外机构,科技馆,文化传媒,图书馆,动物园
183,23.1938801817,113.3139377979,政治教育机构,新闻出版,物流公司,机场出口,艺术团体,展览馆,公交车站,公共厕所,休闲娱乐,家居建材
184,23.0164271404,113.3431609746,剧院,公园,网吧,成人教育,美发,门（备注：建筑物和建筑物群的门）,健身中心,诊所,幼儿园,政府机构
185,23.1516285066,113.3953886093,殡葬服务,收费站,购物,维修点,飞机场,美体,园区,高速公路出口,图书馆,长途汽车站
186,23.1549552647,113.3169443357,汽车美容,购物中心,维修点,洗浴按摩,幼儿园,宿舍,汽车维修,路侧停车位,行政单位,金融
187,23.0244777326,113.3611070135,购物,地铁站,报刊亭,剧院,成人教育,出入口,文化传媒,展览馆,展览馆,ATM
188,23.1587297218,113.3622946572,教育培训,维修点,汽车检测场,图书馆,购物中心,银行,集市,通讯营业厅,长途汽车站,亲子教育
189,23.0090259319,113.3375104459,房产中介机构,邮局,政治教育机构,金融,政府机构,百货商场,集市,港口,地铁线路,电影院
190,23.1696007557,113.3412309201,岛屿,中央机构,路侧停车位,公司,通讯营业厅,公共厕所,游乐园,机场入口,汽车维修,小学
191,23.0255361851,113.3375907771,各级政府,停车场,地铁站,投资理财,政府机构,信用社,体检机构,休闲娱乐,医疗,售票处
192,23.1805403510,113.3339284597,收费站,展览馆,福利机构,投资理财,留学中介机构,文化宫,体检机构,服务区,停车场出入口,汽车检测场
193,23.0455742272,113.3840057140,汽车美容,维修点,留学中介机构,公司企业,住宅区,文物古迹,极限运动场所,福利机构,水系,综合医院
194,23.1930120698,113.3980691002,出入口,商铺,歌舞厅,体检机构,星级酒店,门（备注：建筑物和建筑物群的门）,购物,家政服务,收费站,科研机构
195,23.1789342254,113.3350107388,文化宫,汽车销售,游乐园,诊所,通讯营业厅,门（备注：建筑物和建筑物群的门）,火车站,综合医院,售票处,高等院校
196,23.0443238815,113.3329010606,星级酒店,留学中介机构,桥,电影院,汽车维修,美术馆,公交车站,住宅区,极限运动场所,高等院校
197,23.0119699774,113.3058615706,家电数码,汽车服务,典当行,茶座,家电数码,歌舞厅,亲子教育,外国餐厅,快捷酒店,车站出口
198,23.1639270259,113.3844373722,高速公路出口,售票处,网吧,汽车美容,火车站,公寓式酒店,图书馆,机场入口,维修点,汽车销售
199,23.1801714993,113.3541960497,中餐厅,蛋糕甜品店,飞机场,汽车销售,洗浴按摩,公交车站,酒店,运动健身,极限运动场所,投资理财
200,23.0349090445,113.3931631091,医疗,成人教育,快捷酒店,网吧,车站入口,教育培训,洗浴按摩,自然地物,车站出口,充电站
201,23.0266746612,113.3769082854,高速公路出口,售票处,公交线路,各级政府,高等院校,收费站,党派团体,出入口,美容,各级政府
202,23.1823393487,113.3036880583,科研机构,新闻出版,剧院,图书馆,福利机构,售票处,汽车租赁,长途汽车站,水系,KTV
203,23.0453640814,113.3481567773,家居建材,咖啡厅,体检机构,图书馆,疗养院,住宅区,休闲娱乐,留学中介机构,KTV,动物园
204,23.1836607559,113.3269728694,公司,丽人,汽车维修,门（备注：建筑物和建筑物群的门）,行政单位,桥,岛屿,丽人,海滨浴场,艺术团体
