(23.0413997097,113.3865939436)
(23.0401509098,113.3660822728)
(23.1671694668,113.3271873890)
(23.1896671149,113.3211487221)
(23.1511936588,113.3744730844)
(23.0295621017,113.3240658508)
(23.0495858985,113.3110128911)
(23.1593325229,113.3797310297)
(23.0229857469,113.3237549067)
(23.1590045592,113.3813668454)
(23.0193232181,113.3902643405)
(23.1631712308,113.3387194172)
(23.1910827908,113.3060006290)
(23.0232538326,113.3235496014)
(23.1980952757,113.3434397443)
(23.0371897773,113.3064679635)
(23.0415149577,113.3198757789)
(23.0094405077,113.3967621095)
(23.1723932156,113.3648961168)
(23.0410295549,113.3125875751)
(23.0191388241,113.3208095511)
(23.0392622451,113.3027411316)
(23.1821589703,113.3797169792)
(23.1798449535,113.3132080791)
(23.1511039717,113.3594493558)
(23.1503131942,113.3417726521)
(23.0103925930,113.3472578387)
(23.1529942573,113.3522034446)
(23.0120737123,113.3949261295)
(23.0481715120,113.3258732811)
(23.0115840603,113.3318852528)
(23.1736838976,113.3131457648)
(23.1815906128,113.3739460784)
(23.1858855239,113.3094582269)
(23.0418601509,113.3444251535)
(23.0287067131,113.3217536279)
(23.1689773989,113.3917244627)
(23.1524992262,113.3097614627)
(23.1787370459,113.3828359922)
(23.1724148235,113.3836004912)
(23.0061639002,113.3757770348)
(23.1772576956,113.3142737199)
(23.0433692676,113.3256223941)
(23.1740677436,113.3668487011)
(23.0338306363,113.3585847874)
(23.1811330597,113.3974639339)
(23.1631855696,113.3565048882)
(23.1626963748,113.3647747512)
(23.0312596818,113.3301476021)
(23.0323116617,113.3940497443)
(23.0378024340,113.3238613820)
(23.0386234804,113.3978514591)
(23.1652834302,113.3864424409)
(23.1872830197,113.3010827154)
(23.1961057630,113.3634559942)
(23.0457812929,113.3401526134)
(23.1587218869,113.3148017140)
(23.0241712173,113.3061138574)
(23.1573914175,113.3379708413)
(23.0239668523,113.3798457930)
(23.0036991070,113.3822274241)
(23.1999493590,113.3637051109)
(23.0344552212,113.3718564606)
(23.1851757271,113.3485389117)
(23.1702294095,113.3176567413)
(23.1881776997,113.3675523955)
(23.0415230447,113.3850164392)
(23.1831547093,113.3792461820)
(23.1854639985,113.3041946054)
(23.1789060842,113.3904858594)
(23.1949116062,113.3538418970)
(23.1703141541,113.3777390539)
(23.1839886036,113.3223290082)
(23.0473813230,113.3896129468)
(23.0193106139,113.3531114619)
(23.1611405463,113.3170478199)
(23.1545627686,113.3101445476)
(23.0232001103,113.3988699162)
(23.1975768627,113.3572723396)
(23.0462499376,113.3898794554)
(23.0336914244,113.3315499268)
(23.0165481413,113.3562474331)
(23.0269309312,113.3046181062)
(23.0262228814,113.3787173590)
(23.0214193552,113.3685349577)
(23.1831660232,113.3379558535)
(23.1694470766,113.3528788709)
(23.1593614912,113.3283685962)
(23.0197391834,113.3784727660)
(23.0346826241,113.3967958348)
(23.0097269754,113.3797393964)
(23.0425092353,113.3307242797)
(23.0190035254,113.3824827610)
(23.0259564809,113.3269998924)
(23.1576479348,113.3068008445)
(23.1690740984,113.3564987109)
(23.1827319119,113.3758700341)
(23.1760658768,113.3028105298)
(23.1590761765,113.3505017299)
(23.0333957522,113.3937128979)
(23.0062030903,113.3766568018)
(23.0045882344,113.3630605565)
(23.0024358394,113.3285137437)
(23.1755973252,113.3776880952)
(23.0492233870,113.3532214946)
(23.1898094530,113.3390212519)
(23.0340243299,113.3751280444)
(23.1860624346,113.3223149723)
(23.1684616961,113.3970611672)
(23.1805037704,113.3477839450)
(23.0199646199,113.3441476625)
(23.0136780773,113.3873640390)
(23.1997417491,113.3316927967)
(23.0179248355,113.3984406925)
(23.0176851386,113.3028016184)
(23.0469840134,113.3416029633)
(23.1656822867,113.3737091400)
(23.0496485782,113.3833296400)
(23.0448178868,113.3451964120)
(23.1623692790,113.3064863910)
(23.0090757591,113.3870047480)
(23.0419085025,113.3516107071)
(23.1584053674,113.3788204786)
(23.1584564289,113.3901839036)
(23.1773961639,113.3961877736)
(23.0220640547,113.3874372330)
(23.1823070026,113.3626172516)
(23.0208141684,113.3467117382)
(23.0088266795,113.3501931986)
(23.0078426474,113.3399891653)
(23.0456956281,113.3001424540)
(23.1861389507,113.3199338882)
(23.1951976765,113.3521130927)
(23.0049960178,113.3776334806)
(23.0205346879,113.3163212452)
(23.0000462282,113.3571982150)
(23.0222257765,113.3962595507)
(23.1800114975,113.3634774037)
(23.1709267946,113.3713208414)
(23.1876119153,113.3023732005)
(23.0124445448,113.3784759100)
(23.0395188520,113.3745800831)
(23.1522242300,113.3900542449)
(23.1808047434,113.3030509440)
(23.0212174593,113.3707118950)
(23.1730332896,113.3120883330)
(23.0227920417,113.3108306973)
(23.1719500950,113.3916820640)
(23.1612237933,113.3758782883)
(23.0406752854,113.3745620821)
(23.1563143493,113.3816684908)
(23.1873659660,113.3254080901)
(23.1558080140,113.3039967830)
(23.0125078394,113.3917551375)
(23.1675344980,113.3577857595)
(23.0003116753,113.3943570082)
(23.0465833302,113.3356606126)
(23.1911317774,113.3411168972)
(23.1893196608,113.3787848555)
(23.0273899252,113.3331675471)
(23.0056800138,113.3638216063)
(23.1741797531,113.3942806318)
(23.1639405375,113.3290459889)
(23.1775428816,113.3955078675)
(23.0280291310,113.3299192855)
(23.0383495406,113.3658039732)
(23.0364567734,113.3098456846)
(23.0477828489,113.3763542458)
(23.0040722945,113.3953676126)
(23.1516172662,113.3614272116)
(23.1630986915,113.3767157444)
(23.1847982114,113.3917954028)
(23.1982880583,113.3144150530)
(23.0452711936,113.3481150557)
(23.1725360219,113.3205582905)
(23.1565752237,113.3511280895)
(23.1839256005,113.3993935366)
(23.0024066936,113.3931474538)
(23.0429241828,113.3960325671)
(23.0031763044,113.3810095532)
(23.0093363023,113.3943719636)
(23.0445230213,113.3445251083)
(23.1826188060,113.3257290536)
(23.1608154588,113.3864325161)
(23.1962938426,113.3982298772)
(23.0228625150,113.3499553316)
(23.0274490829,113.3336466034)
(23.1783714239,113.3582882957)
(23.1956934544,113.3031669310)
(23.0461328744,113.3366838260)
(23.1924405717,113.3864881508)
(23.1704792025,113.3622836740)
(23.1510209619,113.3396637691)
(23.0012530866,113.3994380526)
(23.0408781063,113.3462906579)
(23.1763405772,113.3689771606)
(23.0449821924,113.3439099438)
(23.0487636968,113.3687477907)
(23.1585994030,113.3629049200)
(23.0183942578,113.3097002477)
(23.0296834487,113.3887145070)
(23.1995419702,113.3569085236)
(23.0464100155,113.3598408449)
(23.1799862542,113.3681293362)
(23.1657536020,113.3439148831)
(23.0044626575,113.3038532614)
(23.1685102498,113.3919938366)
(23.0461811393,113.3422738760)
(23.0207984727,113.3572996755)
(23.0136448909,113.3701984484)
(23.0198246627,113.3787678989)
(23.1768547855,113.3366464271)
(23.0025781157,113.3720609838)
(23.1869259313,113.3497295610)
(23.0001247771,113.3411111148)
(23.0062092441,113.3693802149)
(23.0272976263,113.3217919213)
(23.1622023220,113.3985920331)
(23.0078356409,113.3959790814)
(23.1878503419,113.3040598209)
(23.0484020867,113.3690448952)
(23.0132790967,113.3034531183)
(23.1914168353,113.3867419545)
(23.0295686665,113.3410306346)
(23.1962663115,113.3784663261)
(23.1538676925,113.3359003371)
(23.0212085817,113.3530507313)
(23.1869645414,113.3279526885)
(23.0041699726,113.3405233920)
(23.1693731437,113.3653421123)
(23.1696335626,113.3686783787)
(23.0100576124,113.3743645108)
(23.0209487517,113.3868384394)
(23.1831112208,113.3276762336)
(23.0126450613,113.3008514356)
(23.1620216892,113.3800226022)
(23.0357121602,113.3631466975)
(23.1885961307,113.3719917576)
(23.1903121030,113.3695877291)
(23.1541854506,113.3117821769)
(23.1650186102,113.3508928941)
(23.0045393736,113.3325699980)
(23.1894321358,113.3105558143)
(23.1664396446,113.3887847884)
(23.1778984029,113.3534824288)
(23.0342004467,113.3984501970)
(23.0360619642,113.3699717682)
(23.0471914020,113.3607184677)
(23.1591152456,113.3882026892)
(23.0357299417,113.3778255288)
(23.0108574987,113.3850489517)
(23.0120063074,113.3889159920)
(23.0360568930,113.3498301790)
(23.0351457220,113.3795350450)
(23.0251129800,113.3285164051)
(23.1850788256,113.3650569146)
(23.0196456025,113.3369390602)
(23.0385827602,113.3589171901)
(23.0203902786,113.3207214301)
(23.1526717339,113.3272389801)
(23.0346589491,113.3569267161)
(23.0254573235,113.3002905294)
(23.1796289190,113.3378320607)
(23.0226651605,113.3581845532)
(23.0398517045,113.3507720062)
(23.0291860322,113.3333272700)
(23.1626274365,113.3696550004)
(23.0093558788,113.3753476662)
(23.1632693358,113.3035417981)
(23.0371005254,113.3055852696)
(23.0037867020,113.3055846494)
(23.1876474629,113.3476873505)
(23.0031437938,113.3316614177)
(23.1661982853,113.3584640755)
(23.0350058160,113.3521988824)
(23.1857719490,113.3988728412)
(23.1697622032,113.3629646387)
(23.1963702677,113.3788506901)
(23.0216212499,113.3110171718)
(23.0106835956,113.3816862793)
(23.1686990761,113.3505388446)
(23.1677459673,113.3237206482)
(23.0242797907,113.3699366780)
(23.0252654077,113.3333885714)
(23.1508026639,113.3863809727)
(23.1737965471,113.3399600385)
(23.0246359661,113.3868619625)
(23.0214890220,113.3468139884)
(23.1793261081,113.3058798807)
(23.0068366381,113.3266741059)
(23.1777645601,113.3690439152)
(23.1586685810,113.3169591685)
(23.1895939709,113.3991407575)
(23.0375654503,113.3122480432)
(23.1791788249,113.3766435415)
(23.1609492352,113.3478321175)
(23.0415948019,113.3701671831)
(23.0352878141,113.3434256077)
(23.1593450539,113.3040362237)
(23.1931708904,113.3293268355)
(23.1908903486,113.3099165019)
(23.1604557871,113.3086711906)
(23.0435840976,113.3173720908)
(23.1592478103,113.3188892330)
(23.0282320506,113.3742440961)
(23.1861714214,113.3430809465)
(23.0402504750,113.3519081142)
(23.1922047307,113.3877398938)
(23.1632754246,113.3827522108)
(23.0302913694,113.3871086291)
(23.0450797039,113.3976275617)
(23.0300100815,113.3164193861)
(23.1527829850,113.3795589304)
(23.0047738819,113.3963717555)
(23.1745944571,113.3266624164)
(23.1963469511,113.3494216724)
(23.1987063022,113.3220029658)
(23.0139089028,113.3248036994)
(23.1664601879,113.3410344130)
(23.0304624382,113.3436813011)
(23.1665378549,113.3882998379)
(23.1580718150,113.3284173672)
(23.0096808482,113.3442303050)
(23.0352359688,113.3706799877)
(23.1993232569,113.3201651220)
(23.0246415106,113.3619460811)
(23.1925253105,113.3651269653)
(23.0376072626,113.3569381779)
(23.0277245342,113.3414203340)
(23.1727233801,113.3656272609)
(23.1810751286,113.3877819844)
(23.1805045140,113.3726572801)
(23.0015250428,113.3185971327)
(23.0433178727,113.3643945797)
(23.1662842713,113.3656053725)
(23.1904134715,113.3032781323)
(23.1929666493,113.3545554239)
(23.1515752251,113.3267441660)
(23.0424414378,113.3234279717)
(23.1897279859,113.3637213591)
(23.0473098432,113.3311310040)
(23.0427770031,113.3555405219)
(23.0049255707,113.3759822433)
(23.0480226968,113.3400752513)
(23.1810073343,113.3418283796)
(23.0186850745,113.3080277640)
(23.1801452440,113.3163110185)
(23.1913884513,113.3684967649)
(23.1528818382,113.3805743662)
(23.1658986390,113.3673117945)
(23.0255524666,113.3526198618)
(23.0139710919,113.3860912824)
(23.1586986082,113.3775481152)
(23.0428599396,113.3125790525)
(23.1626216258,113.3970886561)
(23.1608542516,113.3135367731)
(23.0245233913,113.3981031718)
(23.0071492703,113.3603174809)
(23.0306840872,113.3351580478)
(23.1764267476,113.3542179408)
(23.1992563887,113.3457972057)
(23.1897099420,113.3738052848)
(23.1745091867,113.3288063652)
(23.0373752447,113.3196360216)
(23.1717328749,113.3355450282)
(23.0476437752,113.3631331579)
(23.0035221424,113.3323326407)
(23.0144427565,113.3158598423)
(23.1627811063,113.3279105251)
(23.1522177884,113.3230255787)
(23.1855495842,113.3241613651)
(23.0320936705,113.3507837490)
(23.1676281063,113.3405531378)
(23.1937226976,113.3807267903)
(23.1629832814,113.3831845977)
(23.0202258752,113.3469580656)
(23.0490439802,113.3778445050)
(23.0098238339,113.3512171238)
(23.0042527033,113.3631570404)
(23.1770706373,113.3697576699)
(23.0066154113,113.3446708887)
(23.1690451359,113.3220252533)
(23.0284970616,113.3436597349)
(23.1874208423,113.3056543372)
(23.1725388806,113.3354370268)
(23.1660268038,113.3149020281)
(23.1663274269,113.3611479762)
(23.1653282400,113.3503584705)
(23.0093243323,113.3142870310)
(23.0101972717,113.3966214979)
(23.0445695525,113.3485990813)
(23.0154102940,113.3915958358)
(23.0097998386,113.3275579308)
(23.0145001184,113.3361747747)
(23.0078780605,113.3372756365)
(23.0319072933,113.3962849326)
(23.0248079283,113.3144815290)
(23.0158165123,113.3306223203)
(23.0151125544,113.3991198546)
(23.1796303197,113.3368806322)
(23.1689841806,113.3071501568)
(23.1837238597,113.3468703254)
(23.1733663587,113.3332946488)
(23.0259407057,113.3166496849)
(23.1800087265,113.3357619897)
(23.1992312546,113.3516367709)
(23.1975384435,113.3253870728)
(23.0179016323,113.3786437517)
(23.0317212766,113.3801615068)
(23.0101323499,113.3268728242)
(23.0083391953,113.3327897283)
(23.0237424535,113.3081355637)
(23.0264902877,113.3336907539)
(23.1946162926,113.3929051781)
(23.0066206576,113.3747757853)
(23.1827763863,113.3632838486)
(23.0172269262,113.3703670264)
(23.1897773517,113.3865649503)
(23.1869218452,113.3307832220)
(23.0329122125,113.3937926205)
(23.0344344032,113.3314025832)
(23.1666638272,113.3665688029)
(23.1781197821,113.3754239286)
(23.0099005857,113.3323305209)
(23.0186833596,113.3720820265)
(23.1585069168,113.3434178669)
